student_id,target_y1_struggle,target_ajc_case,target_ajc_guilty,target_final_cgpa,target_major_success,target_ever_probation,target_extended_graduation,gender_male,is_international,offer_enrolled,intended_cs,intended_engineering,intended_business,intended_mis,needs_financial_aid,exam_wassce,exam_ib,exam_alevel,has_previous_application,disadvantaged_background,exam_source,hs_mathematics,hs_english_language,hs_best_science,hs_aggregate_score,has_elective_math
Sfa18f9292c96122a,0,0,0,3.17,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,90.0,,,10.0,
S899477f48e486534,0,0,0,3.61,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,90.0,,,,
S798e5e56de6c255e,0,0,0,3.5,1,0,0,,,,,,,,,,,,,,,,,,,
S00b0ed5977e682fe,0,0,0,2.74,0,0,0,,,,,,,,,,,,,,,,,,,
Sf87efe7b82b709e5,0,0,0,3.15,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,80.0,82.0,1.0
Se256be7fe4e43bf1,0,0,0,3.17,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,70.0,90.0,84.0,1.0
Sd35519ba90d3a6d5,0,0,0,3.15,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,71.42857142857143,71.11111111111111,
Sa81dbf038589d7fc,0,0,0,3.14,1,0,0,,,,,,,,,,,,,,,,,,,
Sce99545c4ccc9258,0,0,0,3.24,1,0,0,,,,,,,,,,,,,,,,,,,
S24c40c789d835593,0,0,0,3.19,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,80.0,1.0
S5471d1ee54a862a3,0,0,0,2.67,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,,86.0,1.0
S4e9933e625328091,0,0,0,2.88,0,0,0,,,,,,,,,,,,,,,,,,,
Sf19ada6bd61653b9,0,0,0,2.79,0,0,0,,,,,,,,,,,,,,,,,,,
S452549a0312899e1,0,0,0,3.94,1,0,0,,,,,,,,,,,,,,,,,,,
S7f4fb131d4496be4,0,0,0,3.97,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S2767d8a6741bd054,0,0,0,2.59,0,0,0,,,,,,,,,,,,,,,,,,,
Sb02d1e26aa8f63cf,0,0,0,2.56,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,,78.0,0.0
Sf6919b2e0f3adeb9,0,0,0,3.79,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,,86.0,1.0
Sb4efe515e6838d57,0,0,0,2.88,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,70.0,,70.0,0.0
Se728346a771c299f,0,0,0,3.82,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
S678f5d1353e451f5,0,0,0,3.8,1,0,0,,,,,,,,,,,,,,,,,,,
Sa720d2089575718a,0,0,0,2.76,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,55.0,60.0,,60.0,0.0
Sd983ed760935a9d0,0,0,0,3.54,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,70.0,90.0,82.0,1.0
Sf4bfb9d9118cb916,0,0,0,3.86,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S6a82b1b3872a6e4b,0,0,0,3.36,1,0,0,,,,,,,,,,,,,,,,,,,
S33bf49e1ec85ff2e,0,0,0,3.33,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,70.0,82.0,1.0
S3b3b173d8f6a2e0b,0,0,0,3.99,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S13bd88eb24875b73,0,0,0,3.49,1,0,0,,,,,,,,,,,,,,,,,,,
S7c56d84bc6732777,0,0,0,3.78,1,0,0,,,,,,,,,,,,,,,,,,,
S7e496eb271cead19,0,0,0,3.33,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,85.71428571428571,86.66666666666667,
Sd8f66af1a17e569b,0,0,0,2.42,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,a_level,60.0,,,,
S56ec1dbb221146b6,0,0,0,2.93,0,0,0,,,,,,,,,,,,,,,,,,,
S479c122f66ac946e,0,0,0,3.85,1,0,0,,,,,,,,,,,,,,,,,,,
S404a286fdbf52269,0,0,0,2.48,0,0,0,,,,,,,,,,,,,,,,,,,
S4ba42097d441a42e,0,0,0,3.53,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,60.0,90.0,76.0,1.0
S4f5ca48643ff275d,0,0,0,2.23,0,0,1,,,,,,,,,,,,,,,,,,,
S287c0b1ea0405f05,0,0,0,2.61,0,0,0,,,,,,,,,,,,,,,,,,,
S4912b7075b176b4c,0,0,0,3.69,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S59b1015625e6179f,0,0,0,2.69,0,0,0,,,,,,,,,,,,,,,,,,,
Sc451f896aa442aa8,0,0,0,3.86,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,80.0,,70.0,0.0
S21a229b825069884,0,0,0,3.25,1,0,0,,,,,,,,,,,,,,,,,,,
Se36d496df463d6c7,0,0,0,3.32,1,0,0,,,,,,,,,,,,,,a_level,75.0,,,,
Sb569b889b2b440b2,0,1,1,3.46,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,,
S4e53b4dd3c57e520,0,0,0,3.23,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,84.0,1.0
S46d2daa71f177d38,0,0,0,3.17,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,90.0,80.0,1.0
Sa251e818f9a30c76,0,0,0,2.86,0,0,1,,,,,,,,,,,,,,,,,,,
S2b4502ae48b9e4e1,0,0,0,3.69,1,0,0,,,,,,,,,,,,,,,,,,,
S4ee3f9eb92f82872,0,0,0,3.16,1,0,0,,,,,,,,,,,,,,,,,,,
S0d479aff3dee9ea9,0,0,0,3.49,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Sab4e34c4032a6d68,0,1,1,2.39,0,0,1,,,,,,,,,,,,,,,,,,,
S2458417709184119,1,0,0,0.53,0,1,0,,,,,,,,,,,,,,,,,,,
S033ee0a3d43f0abe,0,0,0,3.08,1,0,0,,,,,,,,,,,,,,,,,,,
S8d740dffac5cd7a8,0,0,0,3.62,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,80.0,74.0,1.0
S8dd68e4790a9f2b4,0,0,0,3.78,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,100.0,,,15.0,
S90f1b06aae5c9524,0,0,0,3.42,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
S58226efb99d74c75,0,0,0,2.65,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ib,,,,75.55555555555556,
S5d4894db6d22765e,0,0,0,3.61,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,84.0,1.0
S634f907f500577b5,0,0,0,3.57,1,0,0,,,,,,,,,,,,,,,,,,,
S2d39afe1d1fdb404,0,0,0,4.0,1,0,0,,,,,,,,,,,,,,,,,,,
S70d40c5c98da455f,0,0,0,3.11,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,,
S4cdbc95c07a1ed39,0,0,0,2.41,0,0,1,,,,,,,,,,,,,,,,,,,
Sad0d7ad4118559fb,0,0,0,2.96,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,60.0,,,,
Sbc394f04745bd97a,0,0,0,2.66,0,0,1,,,,,,,,,,,,,,,,,,,
S8f22767433207aed,0,0,0,2.59,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,a_level,60.0,,,,
Se46776243488a3a6,0,0,0,2.12,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
S73ed99cbbf9abd7e,0,0,0,2.88,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,76.0,1.0
Scbbe1e58e6d2c0a0,0,0,0,3.87,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,90.0,86.0,1.0
S583ea5ab5e8f9106,0,0,0,3.23,1,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,90.0,84.0,1.0
S4919b61e5f800e53,0,0,0,3.78,1,0,0,,,,,,,,,,,,,,ib,,,85.71428571428571,68.88888888888889,
S50c7368dd5be77b1,1,0,0,1.85,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
S2c037530b9bf74e4,1,0,0,2.1,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S04455bf81dd6bcd9,0,0,0,3.69,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
S61cba85cb3608584,0,0,0,3.9,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,a_level,100.0,,,15.0,
Sa18ee23ba117e331,1,1,1,2.0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,7.0,
Sc8e73cde263d7807,0,0,0,3.32,1,0,0,,,,,,,,,,,,,,wassce,90.0,80.0,,86.0,0.0
Sf3cd87db2c47bcf9,0,0,0,2.47,0,0,0,,,,,,,,,,,,,,,,,,,
S2ff3ecaaa04d5e4e,1,0,0,2.38,0,1,0,,,,,,,,,,,,,,a_level,,,,,
Se35d9976631075a3,0,0,0,3.23,1,0,0,,,,,,,,,,,,,,,,,,,
S11136f3fb8b9e957,0,0,0,3.41,1,0,0,,,,,,,,,,,,,,,,,,,
S96a6633689e33ce5,0,0,0,3.83,1,0,0,,,,,,,,,,,,,,,,,,,
S06932e8bf7bb2709,0,0,0,2.35,0,1,1,,,,,,,,,,,,,,,,,,,
Sb3478eb5c83fb3eb,0,0,0,2.76,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,55.0,72.0,1.0
S518bca5318bf4a04,0,0,0,2.13,0,0,1,,,,,,,,,,,,,,,,,,,
S4392eec6acd48569,0,0,0,1.92,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,a_level,75.0,,,,
S06fa7d3f35e77cea,0,0,0,3.82,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
Sa60fb73ee53653be,0,0,0,3.26,1,0,0,,,,,,,,,,,,,,,,,,,
S98aad95ed73e06cc,0,0,0,3.46,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,80.0,,82.0,0.0
Sb5211fcf43a75094,0,0,0,2.68,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,,
S7f8f0d94581bc5f9,0,0,0,3.3,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ib,,,,33.82222222222222,
Se51d34dc01437aa3,0,0,0,3.5,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,a_level,,,,,
S859f6b583271ecf7,0,0,0,3.06,1,0,0,,,,,,,,,,,,,,,,,,,
Sfa7015465414c48e,0,0,0,2.83,0,0,0,,,,,,,,,,,,,,wassce,90.0,90.0,80.0,78.0,1.0
S4bc965eb8f446bfb,0,0,0,2.64,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,78.0,0.0
Se8fa4b984997c584,0,0,0,3.25,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,60.0,,,,
S062a863eea913e8a,0,0,0,3.88,1,0,0,,,,,,,,,,,,,,,,,,,
S1dd1c589c382e03b,0,0,0,3.13,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,80.0,,70.0,0.0
S229f3a41e2b7f40d,0,0,0,2.49,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ib,,,42.857142857142854,57.77777777777777,
S37960a124bbcc4b9,0,0,0,3.11,1,0,0,,,,,,,,,,,,,,,,,,,
Sd2e064e9f20a311a,1,0,0,1.59,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,84.0,1.0
S4c4e16b64434f21d,0,0,0,2.7,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,60.0,,70.0,1.0
Sb134030597ec17c2,1,0,0,2.53,0,1,0,,,,,,,,,,,,,,,,,,,
S438412a9613f07ff,0,0,0,3.64,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Sba527ce4b980a1b0,0,0,0,3.59,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,90.0,88.0,1.0
Sdd9c17205ae9a8a6,1,0,0,2.67,0,1,1,,,,,,,,,,,,,,,,,,,
S6df3c9dfafd7f4ca,0,0,0,3.5,1,0,0,,,,,,,,,,,,,,,,,,,
S2505ac505c4f3bdd,0,0,0,3.16,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S3a1248f57374bc9b,0,0,0,2.67,0,0,1,,,,,,,,,,,,,,,,,,,
S19e28b9b072e2b63,0,0,0,3.7,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,90.0,,88.0,1.0
S63c6c1d1fd30f180,0,0,0,3.29,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,90.0,,80.0,0.0
S1ebefd6e007db275,0,0,0,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,a_level,,,,,
S20dd1bca6b86722f,0,0,0,3.33,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,80.0,80.0,0.0
S62221c0d20805cf3,0,0,0,2.21,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,6.0,
S9b826d8c6f116675,0,0,0,3.23,1,0,0,,,,,,,,,,,,,,,,,,,
Sbb61979213df6694,0,0,0,3.43,1,0,0,,,,,,,,,,,,,,,,,,,
Seb9cae0abaa8bdb5,0,0,0,3.29,1,0,0,,,,,,,,,,,,,,,,,,,
S6494e20648bee95a,0,0,0,3.6,1,0,0,,,,,,,,,,,,,,,,,,,
S4ae72b9a6598f388,0,1,1,2.52,0,0,1,,,,,,,,,,,,,,,,,,,
S0c5fab5d4fc153ab,0,0,0,2.75,0,0,0,,,,,,,,,,,,,,,,,,,
Sd4c81880d26c2870,0,0,0,3.1,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,,80.0,0.0
S03c9b60ffe971331,0,0,0,3.52,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,80.0,78.0,1.0
S10577c194ef5f42c,0,0,0,2.93,0,0,0,,,,,,,,,,,,,,,,,,,
Sc013a5d3bf826c2d,0,0,0,2.48,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,70.0,74.0,1.0
S01cb84ace2cdfdd2,0,0,0,3.19,1,0,0,,,,,,,,,,,,,,,,,,,
S9ae3b2e016db295b,0,0,0,3.23,1,0,0,,,,,,,,,,,,,,,,,,,
Sd66059f8f722be0a,0,0,0,3.55,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,,70.0,80.0,76.0,0.0
Sc98cd2d29f9ddd74,0,0,0,3.75,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,86.0,1.0
S2970d61262b6e481,0,0,0,3.15,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,82.0,1.0
S4541b37234dc1faf,0,0,0,2.99,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Scd6d3735372888b3,0,0,0,3.4,1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S3d28c74a7e9f208a,0,0,0,2.69,0,0,1,,,,,,,,,,,,,,,,,,,
S9c759ed0d6435c8e,0,0,0,3.19,1,0,0,,,,,,,,,,,,,,,,,,,
Sb96251f8f01ac7c7,1,0,0,2.46,0,1,1,,,,,,,,,,,,,,,,,,,
Sb7628be3d696baad,0,0,0,2.93,0,0,1,,,,,,,,,,,,,,,,,,,
Saf18448407289efe,0,0,0,2.87,0,0,0,,,,,,,,,,,,,,,,,,,
S33fa537b7ca92829,0,0,0,3.11,1,0,0,,,,,,,,,,,,,,,,,,,
S6333b18819df9d79,0,0,0,3.17,1,0,0,,,,,,,,,,,,,,,,,,,
Seca9d1f840f5593a,1,0,0,1.68,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S21fe73808f728294,0,0,0,2.53,0,0,0,,,,,,,,,,,,,,,,,,,
S0a92af3aa3f7d237,0,0,0,3.24,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,60.0,70.0,74.0,1.0
S4f6461e2ae79a148,0,0,0,2.84,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S0767734e25cdc5a0,0,0,0,3.38,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,a_level,,,,,
S0abbf2fdff2da5ce,0,0,0,2.87,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,,76.0,1.0
S78a8e44f6bb294cf,0,0,0,3.43,1,0,0,,,,,,,,,,,,,,,,,,,
S195152f7f3ee93ca,1,0,0,2.25,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
S5e5166247d912314,1,0,0,1.24,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,a_level,60.0,,,,
S1d596941807dca68,0,0,0,1.96,0,1,0,,,,,,,,,,,,,,,,,,,
S073d8aa3e3844085,1,0,0,2.38,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,70.0,70.0,70.0,64.0,1.0
S4d6cf855b678c6e6,0,0,0,2.41,0,1,1,,,,,,,,,,,,,,,,,,,
Sa6ce44a6018cfbb7,0,0,0,3.71,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,
Sf53a264d0f3b851a,1,0,0,2.39,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,wassce,60.0,80.0,,68.0,0.0
S090d00b6dc6e8b64,0,0,0,3.88,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,85.71428571428571,82.22222222222221,
S22f42451b8da8882,0,0,0,3.19,1,0,0,,,,,,,,,,,,,,,,,,,
S519c8850628d0df0,0,0,0,3.06,1,0,0,,,,,,,,,,,,,,,,,,,
Sb105d4098765f5ff,0,0,0,3.43,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,90.0,,88.0,1.0
Sfa7111d5534b47d5,0,0,0,2.71,0,0,0,,,,,,,,,,,,,,,,,,,
S3c481b486ff05fd0,0,0,0,3.08,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,80.0,80.0,80.0,1.0
Sddd3b21aabd03196,0,0,0,2.68,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,80.0,70.0,70.0,70.0,1.0
Sfe86ad625d81f13f,0,0,0,3.38,1,0,0,,,,,,,,,,,,,,,,,,,
S6588041f66013570,1,0,0,1.81,0,1,0,,,,,,,,,,,,,,,,,,,
Seeda0be1e98612c4,0,0,0,3.52,1,0,0,,,,,,,,,,,,,,,,,,,
S6fe261ec572cbf8e,0,0,0,3.01,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S4ba25a9be31ae21b,1,1,1,1.8,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,55.0,,64.0,1.0
Sdaad983338b81538,1,0,0,1.97,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Sf739a169ea1b498c,0,0,0,3.31,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S38e002b10a4c14d3,0,0,0,3.01,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,wassce,90.0,80.0,80.0,74.0,1.0
Sc2de77e3f00fc9d3,0,0,0,3.61,1,0,0,,,,,,,,,,,,,,,,,,,
S96dca5249e6fc3ea,0,0,0,2.95,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,90.0,70.0,90.0,80.0,1.0
Se9b7ad5fed675159,0,0,0,3.62,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,a_level,90.0,,,,
S13dc40f1ac04db1b,0,0,0,3.32,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ib,,,57.14285714285714,77.77777777777779,
S5ec8f61a70a0b03e,0,0,0,2.57,0,0,0,,,,,,,,,,,,,,wassce,90.0,80.0,80.0,80.0,1.0
S869867cf30e4bc82,1,0,0,2.71,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Sc3019bc3977e8c56,0,0,0,2.75,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
S35054fe75c584f0a,0,0,0,2.9,0,0,0,,,,,,,,,,,,,,,,,,,
S1e463d46da415819,0,0,0,3.72,1,0,0,,,,,,,,,,,,,,,,,,,
S16419cd881a1e32c,1,0,0,1.91,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wassce,60.0,70.0,,66.0,0.0
S0606990f18ce9e31,0,0,0,2.23,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,5.0,
Se850b3fc1b59cbeb,0,0,0,3.41,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,,,,,
Sf44e9c3c173c3ff4,0,0,0,3.0,1,0,0,,,,,,,,,,,,,,,,,,,
Sfa876edfa033259b,0,0,0,3.14,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,
Sbc1a254e67a20cb8,0,0,0,2.91,0,0,1,,,,,,,,,,,,,,,,,,,
S361aeaea24dbd773,0,0,0,3.37,1,0,0,,,,,,,,,,,,,,,,,,,
S471f544c2d7ebb1f,0,0,0,3.41,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,a_level,90.0,,,,
Sb06ce0462f447dfa,0,0,0,2.87,0,0,0,,,,,,,,,,,,,,,,,,,
