student_id,Yeargroup,Admission Year,Program,Semester/Year,Academic Year,Student Status,Gender,Nationality,Application Category,GPA,CGPA,is_female,is_international,needs_financial_aid,is_disadvantaged,has_previous_application,intended_cs,intended_engineering,intended_business,intended_mis,exam_type_application,exam_source,hs_math_score,hs_english_score,hs_science_score,hs_aggregate,math_track,math_track_encoded,final_cgpa,min_cgpa,max_cgpa,avg_cgpa,avg_gpa,gpa_std,min_gpa,max_gpa,final_program,student_status,total_semesters,regular_semesters,academic_years,summer_semesters,y1_gpa_mean,y1_gpa_min,y1_gpa_max,y1_cgpa_end,ajc_case_count,ajc_guilty_count,has_ajc_case,ajc_guilty,is_graduated,is_active,is_dismissed,is_withdrawn,ever_on_probation,first_year_struggle,major_success,extended_graduation,is_cs_major
S0e25632b80aebddd,2016,2012-2013,B.Sc - Computer Science,Semester 2,2019-2020,Active,Male,Country0,Unknown,0.0,2.37,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.37,2.37,2.7,2.52,0.8966666666666666,1.0564405646635624,0.0,2.5,B.Sc - Computer Science,Active,6,6,8.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1
S0e344e1bc86feca3,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Female,Country0,MCF,2.78,2.88,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,95.0,,7.0,Calculus,3,2.88,2.88,3.0,2.94,2.8899999999999997,0.15556349186104043,2.78,3.0,B.Sc - Computer Science,Active,2,1,1.0,1,2.8899999999999997,2.78,3.0,2.88,0,0,0,0,0,1,0,0,0,0,0,0,1
S0e355b9ece6cb0af,2021,2017-2018,B.Sc - Management Information Systems,Semester 2,2020-2021,Graduated,Female,Country0,AFA,3.67,3.19,1,0,,,,,,,,,,,,,,Calculus,3,3.19,2.75,3.19,3.0,3.19875,0.3314227985950443,2.75,3.67,B.Sc - Management Information Systems,Graduated,8,8,4.0,0,2.8200000000000003,2.75,2.89,2.82,0,0,0,0,1,0,0,0,0,0,1,0,0
S0e428c5da70eabcf,2015,2011-2012,B.Sc - Management Information Systems,Semester 3,2016-2017,Graduated,Male,Country0,Unknown,3.0,2.65,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.65,2.51,2.65,2.5875,2.48,0.5772925312756668,1.67,3.0,B.Sc - Management Information Systems,Graduated,4,3,6.0,1,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0
S0e6fbb9b500dbf06,2028,2024-2025,B.Sc - Management Information Systems,Semester 3,2024-2025,Active,Female,Country0,FFP,1.28,1.65,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WASSCE - Ghana,wassce,75.0,85.0,,18.0,Pre-Calculus,2,1.65,1.5,1.65,1.575,1.3900000000000001,0.15556349186104051,1.28,1.5,B.Sc - Management Information Systems,Active,2,1,1.0,1,1.3900000000000001,1.28,1.5,1.65,0,0,0,0,0,1,0,0,1,1,0,0,0
S0ea2555265151f57,2018,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country0,Unknown,2.88,3.07,0,0,,,,,,,,,,,,,,Pre-Calculus,2,3.07,3.06,3.12,3.095,3.1300000000000003,0.3475629439396554,2.8,3.67,B.Sc - Computer Science,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1
S0ea36c7545f7af8b,2020,2016-2017,B.Sc - Mechanical Engineering,Semester 2,2019-2020,Exited,Female,Country0,Unknown,1.88,2.51,1,0,,,,,,,,,,,,,,Calculus,3,2.51,2.43,2.73,2.5733333333333333,2.551111111111111,0.6215594188097475,1.78,3.83,B.Sc - Mechanical Engineering,Exited,9,8,4.0,1,2.9633333333333334,2.5,3.83,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0
S0eb3220f4c29ec9f,2027,2023-2024,B.Sc - Management Information Systems,Semester 3,2024-2025,Active,Female,Country39,Other,3.25,2.86,1,1,,,,,,,,,,,,,,Pre-Calculus,2,2.86,2.25,2.93,2.7060000000000004,2.842,0.4321689484449342,2.25,3.25,B.Sc - Management Information Systems,Active,5,3,2.0,2,2.59,2.25,2.93,2.68,0,0,0,0,0,1,0,0,0,0,0,0,0
S0ebdac99c5d28686,2026,2022-2023,B.Sc - Economics,Semester 2,2024-2025,Active,Female,Country2,Other,3.7,3.57,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,International Baccalaureate (IB) Diploma,ib,,,,,Pre-Calculus,2,3.57,3.38,3.57,3.483333333333333,3.563333333333333,0.14624180888742713,3.38,3.7,B.Sc - Economics,Active,6,5,3.0,1,3.38,3.38,3.38,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0
S0eff6a59d4d15805,2028,2024-2025,B.Sc - Business Administration,Semester 3,2024-2025,Active,Male,Country0,FFP,3.17,3.09,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IGCSE 'A' Level,oa_level,,,,,Pre-Calculus,2,3.09,3.0,3.09,3.045,3.085,0.12020815280171303,3.0,3.17,B.Sc - Business Administration,Active,2,1,1.0,1,3.085,3.0,3.17,3.09,0,0,0,0,0,1,0,0,0,0,0,0,0
S0f0555b17877b892,2027,2023-2024,B.Sc - Computer Engineering,Semester 2,2024-2025,Active,Female,Country0,MCF,3.3,3.43,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,75.0,,10.0,Calculus,3,3.43,3.29,3.63,3.4575,3.44,0.36578682316343764,3.0,3.83,B.Sc - Computer Engineering,Active,4,3,2.0,1,3.315,3.0,3.63,3.29,0,0,0,0,0,1,0,0,0,0,0,0,1
S0f15989a4e6e58d2,2028,2024-2025,B.Sc - Computer Engineering,Semester 3,2024-2025,Active,Male,Country0,FFP,2.78,2.88,0,0,,,,,,,,,wassce,95.0,85.0,,7.0,Calculus,3,2.88,2.88,3.0,2.94,2.8899999999999997,0.15556349186104043,2.78,3.0,B.Sc - Computer Engineering,Active,2,1,1.0,1,2.8899999999999997,2.78,3.0,2.88,0,0,0,0,0,1,0,0,0,0,0,0,1
S0f1b57bdfaef575e,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Male,Country0,FFP,2.22,2.47,0,0,,,,,,,,,wassce,95.0,75.0,,11.0,Calculus,3,2.47,2.47,2.75,2.6100000000000003,2.4850000000000003,0.3747665940288702,2.22,2.75,B.Sc - Computer Science,Active,2,1,1.0,1,2.4850000000000003,2.22,2.75,2.47,0,0,0,0,0,1,0,0,0,0,0,0,1
S0f2a5222e731ca9a,2017,2013-2014,B.Sc - Management Information Systems,Semester 2,2016-2017,Active,Male,Country0,Unknown,3.63,3.64,0,0,,,,,,,,,,,,,,Pre-Calculus,2,3.64,3.64,3.7,3.6675,3.6275,0.2715848547569126,3.25,3.88,B.Sc - Management Information Systems,Active,4,4,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
S0f3fd752f9c45eb3,2022,2018-2019,B.Sc - Computer Engineering,Semester 1,2022-2023,Graduated,Male,Country0,Other,2.5,2.85,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,2.85,2.69,3.5,2.92,2.6722222222222225,0.5184297873815165,1.67,3.5,B.Sc - Computer Engineering,Graduated,9,9,5.0,0,2.9699999999999998,2.44,3.5,2.94,0,0,0,0,1,0,0,0,0,0,0,1,1
S0f5b0baf4f707b63,2020,2016-2017,B.Sc - Computer Science,Semester 3,2019-2020,Graduated,Female,Country2,Unknown,2.5,2.62,1,1,,,,,,,,,,,,,,Pre-Calculus,2,2.62,2.57,3.38,2.919,2.6399999999999997,0.5681157941437254,1.6,3.5,B.Sc - Computer Science,Graduated,10,8,4.0,2,3.293333333333333,3.0,3.5,3.21,0,0,0,0,1,0,0,0,0,0,0,0,1
S0f621da206aa4d5c,2028,2024-2025,B.Sc - Business Administration,Semester 3,2024-2025,Active,Male,Country0,FFP,3.83,3.74,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,International Baccalaureate (IB) Diploma,ib,,,,36.0,Pre-Calculus,2,3.74,3.63,3.74,3.685,3.73,0.14142135623730964,3.63,3.83,B.Sc - Business Administration,Active,2,1,1.0,1,3.73,3.63,3.83,3.74,0,0,0,0,0,1,0,0,0,0,0,0,0
S0f66246a16810686,2024,2020-2021,B.Sc - Computer Science,Semester 2,2024-2025,Active,Male,Country0,AFA,2.5,2.42,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,85.0,85.0,11.0,College Algebra,1,2.42,0.83,2.72,2.330833333333333,2.3191666666666664,0.7235450395396436,0.83,3.39,B.Sc - Computer Science,Active,12,9,5.0,3,0.83,0.83,0.83,0.83,0,0,0,0,0,1,0,0,1,1,0,1,1
S0f6eb2deb54573c4,2016,2012-2013,B.Sc - Business Administration,Semester 2,2015-2016,Active,Male,Country0,Unknown,3.0,2.82,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.82,2.8,2.82,2.8099999999999996,2.875,0.1767766952966369,2.75,3.0,B.Sc - Business Administration,Active,2,2,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
S0f723b6dc4dd9669,2024,2020-2021,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Exited,Male,Country0,FFP,3.67,3.67,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,IGCSE 'A' Level,oa_level,90.0,,,,Calculus,3,3.67,3.67,3.67,3.67,3.67,,3.67,3.67,B.Sc - Mechanical Engineering,Exited,1,1,1.0,0,3.67,3.67,3.67,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
S0f725033c01b97cd,2025,2021-2022,B.Sc - Business Administration,Semester 2,2024-2025,Graduated,Female,Country0,AFA,2.75,3.42,1,0,,,,,,,,,wassce,95.0,95.0,85.0,7.0,Calculus,3,3.42,3.25,3.47,3.41375,3.36875,0.27068365827501095,2.75,3.61,B.Sc - Business Administration,Graduated,8,7,4.0,1,3.25,3.25,3.25,3.25,0,0,0,0,1,0,0,0,0,0,1,0,0
S0f7784a212751484,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Male,Country0,AFA,2.86,2.77,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,85.0,85.0,,14.0,Calculus,3,2.77,2.0,2.77,2.385,2.4299999999999997,0.6081118318204309,2.0,2.86,B.Sc - Computer Science,Active,2,1,1.0,1,2.4299999999999997,2.0,2.86,2.77,0,0,0,0,0,1,0,0,0,0,0,0,1
S0f8b898936053bad,2023,2019-2020,B.Sc - Computer Science,Semester 2,2022-2023,Graduated,Male,Country0,FFP,2.63,2.52,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,75.0,85.0,75.0,22.0,Pre-Calculus,2,2.52,2.25,2.52,2.4455555555555555,2.5644444444444443,0.2200063130407348,2.25,3.0,B.Sc - Computer Science,Graduated,9,8,4.0,1,2.563333333333333,2.25,3.0,2.42,0,0,0,0,1,0,0,0,0,0,0,0,1
S0fa6e1905fd9c25d,2022,2018-2019,B.Sc - Computer Science,Semester 2,2021-2022,Exited,Male,Country0,FFP,2.5,2.1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,2.1,1.5,2.1,1.843,2.084,0.5248534186905055,1.44,3.0,B.Sc - Computer Science,Exited,10,8,4.0,2,1.9799999999999998,1.44,3.0,1.71,0,0,0,0,0,0,0,0,1,1,0,0,1
S0fb55a79225e4d49,2020,2016-2017,B.Sc - Business Administration,Semester 2,2019-2020,Graduated,Female,Country0,Unknown,3.88,3.11,1,0,,,,,,,,,,,,,,Calculus,3,3.11,2.75,3.11,2.97375,3.11,0.44355705060663536,2.63,3.88,B.Sc - Business Administration,Graduated,8,8,4.0,0,2.7649999999999997,2.75,2.78,2.76,0,0,0,0,1,0,0,0,0,0,1,0,0
S0fd3dd7a9f8484bd,2016,2012-2013,B.Sc - Management Information Systems,Semester 2,2015-2016,Active,Male,Country0,Unknown,3.2,3.41,0,0,,,,,,,,,,,,,,Pre-Calculus,2,3.41,3.37,3.41,3.39,3.1,0.14142135623730964,3.0,3.2,B.Sc - Management Information Systems,Active,2,2,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
S0fe2d44d37f2454c,2024,2020-2021,B.Sc - Computer Science,Semester 3,2023-2024,Graduated,Male,Country0,MCF,3.75,3.73,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,WASSCE - Ghana,wassce,95.0,95.0,95.0,6.0,College Algebra,1,3.73,3.73,3.92,3.7988888888888885,3.7255555555555557,0.2925367973055317,3.17,4.0,B.Sc - Computer Science,Graduated,9,7,4.0,2,3.83,3.83,3.83,3.83,0,0,0,0,1,0,0,0,0,0,1,0,1
S0fe75d112e01f1d6,2020,2016-2017,B.Sc - Management Information Systems,Semester 1,2017-2018,Exited,Male,Country0,Unknown,1.36,1.79,0,0,,,,,,,,,,,,,,Pre-Calculus,2,1.79,1.79,2.38,2.0466666666666664,1.7833333333333332,0.5316327052894069,1.36,2.38,B.Sc - Management Information Systems,Exited,3,3,2.0,0,1.995,1.61,2.38,1.97,0,0,0,0,0,0,0,0,1,1,0,0,0
S10577c194ef5f42c,2018,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Unknown,2.75,2.93,1,0,,,,,,,,,,,,,,Calculus,3,2.93,2.9,2.99,2.9450000000000003,2.92,0.24454038521274968,2.75,3.38,B.Sc - Business Administration,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
S105c2e6b1de51f89,2016,2012-2013,B.Sc - Computer Science,Semester 2,2015-2016,Active,Male,Country2,Unknown,3.5,3.32,0,1,,,,,,,,,,,,,,Pre-Calculus,2,3.32,3.3,3.32,3.3099999999999996,3.44,0.08485281374238578,3.38,3.5,B.Sc - Computer Science,Active,2,2,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1
S10802e44dbe13ebc,2021,2017-2018,B.Sc - Mechanical Engineering,Semester 2,2020-2021,Graduated,Male,Country0,FFP,2.5,2.74,0,0,,,,,,,,,,,,,,Calculus,3,2.74,2.52,2.95,2.741111111111111,2.7266666666666666,0.518700298823897,1.89,3.67,B.Sc - Mechanical Engineering,Graduated,9,8,4.0,1,3.11,2.78,3.67,2.95,0,0,0,0,1,0,0,0,0,0,0,0,0
S1081b6470cfdb34d,2022,2018-2019,B.Sc - Business Administration,Semester 2,2021-2022,Graduated,Female,Country0,FFP,3.25,3.16,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High School Diploma,,,,,,Pre-Calculus,2,3.16,2.88,3.21,3.033333333333333,3.092222222222222,0.2605176470883392,2.75,3.56,B.Sc - Business Administration,Graduated,9,8,4.0,1,2.9599999999999995,2.88,3.0,2.95,0,0,0,0,1,0,0,0,0,0,1,0,0
S1086e2dbb4102a32,2028,2024-2025,B.Sc - Computer Science,Semester 3,2024-2025,Active,Male,Country0,FFP,3.0,2.59,0,0,,,,,,,,,wassce,,,,9.0,Calculus,3,2.59,2.13,2.59,2.36,2.565,0.6151828996322964,2.13,3.0,B.Sc - Computer Science,Active,2,1,1.0,1,2.565,2.13,3.0,2.59,0,0,0,0,0,1,0,0,0,0,0,0,1
S108e7cce55c08ffa,2025,2021-2022,B.Sc - Electrical and Electronic Engineering,Semester 2,2024-2025,Graduated,Female,Country0,FFP,3.25,2.84,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,85.0,95.0,10.0,Calculus,3,2.84,2.79,3.25,2.98125,2.8625,0.35915575610430783,2.2,3.25,B.Sc - Electrical and Electronic Engineering,Graduated,8,7,4.0,1,3.25,3.25,3.25,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0
S108f689d85389331,2027,2023-2024,B.Sc - Electrical and Electronic Engineering,Semester 2,2024-2025,Active,Male,Country0,MCF,3.8,3.89,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,3.89,3.88,3.92,3.8925,3.8925,0.08220908303425696,3.8,4.0,B.Sc - Electrical and Electronic Engineering,Active,4,3,2.0,1,3.885,3.88,3.89,3.88,0,0,0,0,0,1,0,0,0,0,0,0,0
S10996707fe6dc2e9,2018,2014-2015,B.Sc - Business Administration,Semester 3,2017-2018,Graduated,Male,Country0,Unknown,2.0,2.65,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.65,2.65,2.77,2.6925,2.4875,0.31102365550824956,2.0,3.0,B.Sc - Business Administration,Graduated,8,6,4.0,2,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
S109c6005789867d8,2023,2019-2020,B.Sc - Computer Science,Semester 2,2022-2023,Graduated,Male,Country0,Other,3.67,3.39,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,IGCSE 'A' Level,,,,,,Calculus,3,3.39,3.31,3.5,3.4125,3.39375,0.3266687925100897,2.78,3.7,B.Sc - Computer Science,Graduated,8,8,4.0,0,3.5,3.5,3.5,3.5,0,0,0,0,1,0,0,0,0,0,1,0,1
S109d3055d3dfeaa4,2027,2023-2024,B.Sc - Computer Science,Semester 2,2024-2025,Active,Female,Country0,AFA,3.17,2.97,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,95.0,,7.0,College Algebra,1,2.97,2.68,2.97,2.825,2.965,0.34034296427770244,2.61,3.33,B.Sc - Computer Science,Active,4,3,2.0,1,2.6799999999999997,2.61,2.75,2.68,0,0,0,0,0,1,0,0,0,0,0,0,1
S10a2f50c488fc762,2028,2024-2025,B.Sc - Management Information Systems,Semester 3,2024-2025,Active,Female,Country4,FFP,2.0,2.12,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,IGCSE 'A' Level,oa_level,,,,,Pre-Calculus,2,2.12,2.12,2.25,2.185,2.125,0.1767766952966369,2.0,2.25,B.Sc - Management Information Systems,Active,2,1,1.0,1,2.125,2.0,2.25,2.12,0,0,0,0,0,1,0,0,0,0,0,0,0
S10b32065fd6a64ac,2023,2019-2020,B.Sc - Mechanical Engineering,Semester 1,2019-2020,Course Completed,Female,Country0,Unknown,2.63,2.63,1,0,,,,,,,,,,,,,,Unknown,0,2.63,2.63,2.63,2.63,2.63,,2.63,2.63,B.Sc - Mechanical Engineering,Course Completed,1,1,1.0,0,2.63,2.63,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
S10c62c4ef0b6781d,2019,2015-2016,B.Sc - Business Administration,Semester 2,2018-2019,Graduated,Female,Country2,Unknown,2.13,2.49,1,1,,,,,,,,,,,,,,Pre-Calculus,2,2.49,2.47,2.75,2.5844444444444448,2.338888888888889,0.4483705065134314,1.5,2.75,B.Sc - Business Administration,Graduated,9,8,4.0,1,2.2866666666666666,1.5,2.75,2.55,0,0,0,0,1,0,0,0,0,0,0,0,0
S10d9f80b06a318ec,2018,2014-2015,B.Sc - Management Information Systems,Semester 2,2017-2018,Graduated,Female,Country0,Unknown,3.13,2.59,1,0,,,,,,,,,,,,,,Pre-Calculus,2,2.59,2.32,2.59,2.4566666666666666,2.6616666666666666,0.44754515600849326,2.06,3.13,B.Sc - Management Information Systems,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
S10ed6680ba2878e2,2025,2021-2022,B.Sc - Computer Science,Semester 2,2024-2025,Graduated,Male,Country0,AFA,2.5,2.49,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,IGCSE 'A' Level,oa_level,,,,,College Algebra,1,2.49,2.44,3.38,2.711111111111111,2.3944444444444444,0.4723640309949285,1.83,3.38,B.Sc - Computer Science,Graduated,9,7,4.0,2,3.38,3.38,3.38,3.38,0,0,0,0,1,0,0,0,0,0,0,0,1
S10f660c5a276f50e,2019,2015-2016,B.Sc - Computer Engineering,Semester 2,2018-2019,Graduated,Female,Country0,Unknown,3.5,3.19,1,0,,,,,,,,,,,,,,Calculus,3,3.19,2.63,3.19,3.0309999999999997,3.2270000000000003,0.40337603079784295,2.63,3.83,B.Sc - Computer Engineering,Graduated,10,8,4.0,2,3.2266666666666666,2.63,3.83,3.08,0,0,0,0,1,0,0,0,0,0,1,0,1
S10fbd72987930bbb,2023,2019-2020,B.Sc - Mechanical Engineering,Semester 2,2022-2023,Graduated,Female,Country0,FFP,3.5,3.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,WASSCE - Ghana,wassce,95.0,85.0,95.0,11.0,Calculus,3,3.1,2.88,3.18,3.035,3.10375,0.2891335578685295,2.83,3.5,B.Sc - Mechanical Engineering,Graduated,8,8,4.0,0,3.16,2.88,3.44,3.18,0,0,0,0,1,0,0,0,0,0,1,0,0
S11112df598853db3,2016,2012-2013,B.Sc - Business Administration,Semester 2,2015-2016,Active,Male,Country0,Unknown,3.38,3.28,0,0,,,,,,,,,,,,,,Calculus,3,3.28,3.27,3.28,3.275,3.13,0.3535533905932738,2.88,3.38,B.Sc - Business Administration,Active,2,2,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
S1111e8e2a9aa3121,2019,2015-2016,B.Sc - Management Information Systems,Semester 2,2018-2019,Graduated,Male,Country0,Unknown,2.88,2.96,0,0,,,,,,,,,,,,,,Pre-Calculus,2,2.96,2.84,3.0,2.9344444444444444,2.8833333333333333,0.35471819801075893,2.0,3.25,B.Sc - Management Information Systems,Graduated,9,8,4.0,1,2.6300000000000003,2.0,3.0,2.84,0,0,0,0,1,0,0,0,0,0,0,0,0
S11136f3fb8b9e957,2016,2012-2013,B.Sc - Business Administration,Semester 2,2015-2016,Active,Male,Country0,Unknown,3.5,3.41,0,0,,,,,,,,,,,,,,Pre-Calculus,2,3.41,3.39,3.41,3.4000000000000004,3.375,0.1767766952966369,3.25,3.5,B.Sc - Business Administration,Active,2,2,4.0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
S1124ac5c56ee9984,2027,2023-2024,B.Sc - Mechanical Engineering,Semester 2,2024-2025,Active,Female,Country0,Other,3.2,3.38,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,95.0,,7.0,Calculus,3,3.38,3.38,3.44,3.41,3.38,0.12961481396815708,3.2,3.5,B.Sc - Mechanical Engineering,Active,4,3,2.0,1,3.44,3.38,3.5,3.44,0,0,0,0,0,1,0,0,0,0,0,0,0
S11329b1ff90a7ef4,2026,2022-2023,LLB - Law with Public Policy,Semester 3,2024-2025,Active,Female,Country0,AFA,2.33,2.51,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,WASSCE - Ghana,wassce,95.0,85.0,95.0,14.0,Pre-Calculus,2,2.51,2.3,2.6,2.4857142857142853,2.4828571428571427,0.24844276911153917,2.21,2.89,LLB - Law with Public Policy,Active,7,5,3.0,2,2.38,2.38,2.38,2.38,0,0,0,0,0,1,0,0,0,0,0,0,0
S1147edb2fd3e5408,2027,2023-2024,B.Sc - Business Administration,Semester 2,2024-2025,Exited,Female,Country39,Other,1.07,1.29,1,1,,,,,,,,,,,,,,Pre-Calculus,2,1.29,1.17,1.5,1.3375,1.2325,0.20629671188202042,1.07,1.5,B.Sc - Business Administration,Exited,4,3,2.0,1,1.2850000000000001,1.07,1.5,1.17,0,0,0,0,0,0,0,0,1,1,0,0,0
S1157214051b446ad,2018,2014-2015,B.Sc - Computer Science,Semester 2,2017-2018,Graduated,Male,Country0,Unknown,4.0,3.88,0,0,,,,,,,,,,,,,,Calculus,3,3.88,3.79,3.88,3.84,3.9466666666666668,0.07763160868271811,3.8,4.0,B.Sc - Computer Science,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1
S116993845c4a7bc0,2018,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Unknown,2.63,2.95,1,0,,,,,,,,,,,,,,Pre-Calculus,2,2.95,2.95,3.02,2.99,2.973333333333333,0.2656062248266533,2.63,3.33,B.Sc - Business Administration,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
S1180df044de91bbd,2027,2023-2024,B.Sc - Business Administration,Semester 3,2024-2025,Active,Male,Country3,FFP,0.0,1.97,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High School Diploma,ib,,,,25.0,Pre-Calculus,2,1.97,1.97,2.35,2.202,1.6320000000000001,1.0520788943800745,0.0,2.44,B.Sc - Business Administration,Active,5,3,2.0,2,2.3449999999999998,2.25,2.44,2.35,0,0,0,0,0,1,0,0,1,0,0,0,0
S119edd4b1263bd5b,2027,2023-2024,B.Sc - Computer Science,Semester 2,2024-2025,Active,Male,Country3,FFP,2.89,3.19,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,IGCSE 'A' Level,,,,,,Calculus,3,3.19,3.19,3.5,3.3475,3.1950000000000003,0.2723355773061366,2.89,3.5,B.Sc - Computer Science,Active,4,3,2.0,1,3.415,3.33,3.5,3.41,0,0,0,0,0,1,0,0,0,0,0,0,1
S11a9e664507939a6,2022,2018-2019,B.Sc - Management Information Systems,Semester 2,2021-2022,Graduated,Male,Country0,FFP,3.33,3.22,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,WASSCE - Ghana,,,,,,Calculus,3,3.22,2.38,3.22,2.92,3.225,0.49968561544806767,2.38,3.89,B.Sc - Management Information Systems,Graduated,8,8,4.0,0,2.58,2.38,2.78,2.59,0,0,0,0,1,0,0,0,0,0,1,0,0
S11ae4f861282c8aa,2022,2018-2019,B.Sc - Electrical and Electronic Engineering,Semester 2,2021-2022,Graduated,Female,Country0,Other,3.5,3.64,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,,,,,,Calculus,3,3.64,3.59,3.67,3.63875,3.63125,0.08592978861505811,3.5,3.78,B.Sc - Electrical and Electronic Engineering,Graduated,8,8,4.0,0,3.5949999999999998,3.56,3.63,3.59,0,0,0,0,1,0,0,0,0,0,1,0,0
S11c23ba711693303,2025,2021-2022,B.Sc - Electrical and Electronic Engineering,Semester 2,2024-2025,Graduated,Male,Country0,AFA,3.88,3.74,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,WASSCE - Ghana,wassce,95.0,85.0,95.0,9.0,Calculus,3,3.74,3.6,3.75,3.67875,3.73875,0.18871274466765603,3.4,3.9,B.Sc - Electrical and Electronic Engineering,Graduated,8,7,4.0,1,3.75,3.75,3.75,3.75,0,0,0,0,1,0,0,0,0,0,1,0,0
S11c3f1461113a825,2018,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Female,Country0,Unknown,3.33,3.68,1,0,,,,,,,,,,,,,,Calculus,3,3.68,3.68,3.73,3.706666666666667,3.655,0.20324861623145174,3.33,3.9,B.Sc - Business Administration,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0
S11ccd012c0d81ee4,2018,2014-2015,B.Sc - Business Administration,Semester 2,2017-2018,Graduated,Male,Country0,Unknown,3.75,3.35,0,0,,,,,,,,,,,,,,Pre-Calculus,2,3.35,3.2,3.35,3.265,3.4683333333333333,0.2658884477871626,3.13,3.75,B.Sc - Business Administration,Graduated,6,6,4.0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0
