student_id,math_track,first_math_grade,first_math_grade_point,math_track_encoded
S264d5cac4baa807c,precalculus,B+,3.5,2
S264f47df294f3bd0,calculus,A+,4.0,3
S2651a4a1f9d49689,precalculus,B+,3.5,2
S26706dc2fc64e35c,calculus,A,4.0,3
S267e92cdabd78bd6,precalculus,A,4.0,2
S2681f10dab13077c,precalculus,C+,2.5,2
S269def424ca7da00,calculus,A,4.0,3
S26b2414b77d0a6de,calculus,C+,2.5,3
S26be41146dd916d3,calculus,C,2.0,3
S26db1a2c24f134ba,precalculus,A,4.0,2
S26f051062ce00e0d,college_algebra,A,4.0,1
S26f21ec192cea6f4,calculus,C,2.0,3
S26f570fd1fc76227,calculus,C+,2.5,3
S2705c20004f63024,precalculus,B+,3.5,2
S2715e84e2edde5db,precalculus,C+,2.5,2
S275203ca60d1c459,precalculus,A,4.0,2
S27521c9273382507,calculus,D+,1.5,3
S2762316f54d37ea2,precalculus,B,3.0,2
S2767d8a6741bd054,precalculus,B,3.0,2
S277bf2b1ebb1960e,calculus,B,3.0,3
S279203ae8c002f4b,calculus,D+,1.5,3
S2799a4452597b38f,precalculus,A,4.0,2
S279baad603f76704,calculus,B+,3.5,3
S279c6b478be6cde6,calculus,B+,3.5,3
S27e268d3fd741472,college_algebra,B+,3.5,1
S27ece9ea86a2fc53,calculus,B+,3.5,3
S27f04d936a421586,calculus,E,0.0,3
S27f327bfacfd9ebb,calculus,A+,4.0,3
S280ce09f517aa6d2,calculus,B,3.0,3
S283de937433dbdf2,precalculus,B,3.0,2
S2844b890c29d34b2,precalculus,D+,1.5,2
S28493875ca382dd3,calculus,C+,2.5,3
S2853f90718caf894,calculus,C,2.0,3
S28552e26cc50c780,calculus,C,2.0,3
S285dc63ef2c05845,calculus,C+,2.5,3
S28621197f10ecef4,precalculus,B+,3.5,2
S287c0b1ea0405f05,calculus,D+,1.5,3
S287ffecd220ad23d,precalculus,A,4.0,2
S2884de0b582b0c1c,calculus,B+,3.5,3
S28859ab6d617458b,calculus,C+,2.5,3
S28882403d2b7d191,precalculus,C+,2.5,2
S2889719d111dfd27,calculus,B,3.0,3
S288d65f93f2ad3e5,calculus,C,2.0,3
S28a20cbaeee4c1fa,calculus,C,2.0,3
S28a335a7abf67a02,calculus,A,4.0,3
S28b2a68b9bfbb9af,calculus,B+,3.5,3
S28bcc11254786796,precalculus,C+,2.5,2
S28c10e8be594e615,calculus,C+,2.5,3
S28caefd2dc8f2bdd,precalculus,C+,2.5,2
S28eecf86ded57ed7,calculus,C+,2.5,3
S2914089927c691c6,calculus,B,3.0,3
S29164df800afb55b,calculus,C,2.0,3
S291e18e0ef92a5ea,calculus,A+,4.0,3
S2937e5195eb5dd6b,precalculus,B,3.0,2
S2953678feb5f1865,precalculus,A,4.0,2
S2970d61262b6e481,precalculus,B,3.0,2
S2995d17239a22ced,calculus,C+,2.5,3
S29a6c24f0163368b,calculus,B,3.0,3
S29bf774dd1453984,calculus,B,3.0,3
S29c0380b531db916,calculus,C,2.0,3
S29c7618130639c6b,calculus,B+,3.5,3
S29e9a501501c8a16,calculus,B,3.0,3
S29ed86018415c419,precalculus,B,3.0,2
S29eddef219385281,precalculus,E,0.0,2
S2a48e4486dfbfdbd,calculus,B+,3.5,3
S2a67a7840ad081a3,precalculus,B,3.0,2
S2a6877f9a219563b,calculus,D+,1.5,3
S2a7a22645e100cf2,calculus,B,3.0,3
S2a7dc35aa1d2cc1a,college_algebra,B+,3.5,1
S2ab3e0634026f5f4,calculus,C,2.0,3
S2abcdcfab6d068df,calculus,C+,2.5,3
S2ac9bc6b4ff053be,college_algebra,B+,3.5,1
S2b1e63b08901e3f8,precalculus,A,4.0,2
S2b333d8c923b8868,precalculus,A,4.0,2
S2b4502ae48b9e4e1,calculus,B,3.0,3
S2b6588c25da1544f,calculus,B+,3.5,3
S2b6bc4b6ea5fbc15,precalculus,A+,4.0,2
S2b7001e44e0c0a14,precalculus,B,3.0,2
S2b7826ebd2bf55bc,calculus,C+,2.5,3
S2bada71b23b8e80d,precalculus,B,3.0,2
S2bb4080a806f703a,precalculus,E,0.0,2
S2be012a3260a2a69,precalculus,C,2.0,2
S2be78f4bab78cec8,calculus,C+,2.5,3
S2be95d2cfd674ba3,college_algebra,E,0.0,1
S2bee64d2b8041230,calculus,D+,1.5,3
S2c025ce396fab52d,calculus,B,3.0,3
S2c037530b9bf74e4,precalculus,E,0.0,2
S2c0c432c000674ac,calculus,A,4.0,3
S2c1292ff66fc6ab7,calculus,B+,3.5,3
S2c2c789cb458c60d,precalculus,E,0.0,2
S2c2eb96cd1942068,calculus,B,3.0,3
S2c3a63e351a806b2,calculus,C+,2.5,3
S2c5b8039f454bffa,precalculus,C,2.0,2
S2c694144f8da0ad7,precalculus,C+,2.5,2
S2c7887457d2d8189,calculus,C,2.0,3
S2c96a16fd86347fe,calculus,B+,3.5,3
S2c9a63322fd582f4,precalculus,B,3.0,2
S2ca2298ce676219b,precalculus,B+,3.5,2
S2ca3dc51bae3c9e2,precalculus,A+,4.0,2
S2cc1c2e59e9d02b1,calculus,B+,3.5,3
S2cf5415052980a46,calculus,C+,2.5,3
S2d00f7f7ac011cae,calculus,C,2.0,3
S2d31bd38749378a4,precalculus,B,3.0,2
S2d46ca0f0f522a76,calculus,B+,3.5,3
S2d4b8dba0955a729,precalculus,B,3.0,2
S2d50e7f5f41502b5,calculus,B,3.0,3
S2d86b506df325fd8,precalculus,B,3.0,2
S2da518d4434db211,calculus,C+,2.5,3
S2daa7237d9a7171a,precalculus,A,4.0,2
S2dbe22fce3d26893,precalculus,A,4.0,2
S2dd7441bb11f02eb,precalculus,C,2.0,2
S2e0c1786a58eab4e,precalculus,B+,3.5,2
S2e160f17d810ac06,calculus,C+,2.5,3
S2e18ac25f333fb9a,precalculus,C,2.0,2
S2e4b5fd4acb9cd34,calculus,A+,4.0,3
S2e4c5f8fe0bca63c,college_algebra,C+,2.5,1
S2e81c842e7c95e1d,calculus,C,2.0,3
S2e8a24676685c232,precalculus,C,2.0,2
S2eb947ba254876ba,calculus,D+,1.5,3
S2ed45f9b4d6cce96,precalculus,B+,3.5,2
S2eda7cd0f87ba14c,calculus,B,3.0,3
S2ee8a469e5f3eed5,college_algebra,A+,4.0,1
S2efb63f71a9dd858,calculus,C+,2.5,3
S2f11daa126f8b682,calculus,B+,3.5,3
S2f1c47e8a1e846b1,college_algebra,C,2.0,1
S2f1f9cb4eecdd598,calculus,B,3.0,3
S2f2e5e9204ac55c3,precalculus,B,3.0,2
S2f5346768c54db91,calculus,B+,3.5,3
S2f67d6b5d34fdcc0,calculus,D+,1.5,3
S2fc3eba911a83613,calculus,B,3.0,3
S2fdbb0c8779e3200,precalculus,C,2.0,2
S2feef3264ed148c8,precalculus,E,0.0,2
S2ff3ecaaa04d5e4e,precalculus,C,2.0,2
S2ffd22959a39cec8,precalculus,C+,2.5,2
S3003a661c8e132c9,calculus,A,4.0,3
S301eb33cb7778030,calculus,C+,2.5,3
S3020f5d389802805,calculus,C,2.0,3
S3027bcb6ef6a6208,calculus,E,0.0,3
S302921e1ae9ed397,calculus,C+,2.5,3
S30342fe055c05d45,calculus,B,3.0,3
S30392e327f8dca3d,precalculus,B+,3.5,2
S303d0fbfcb4e7906,calculus,C,2.0,3
S303dcd54767f764a,calculus,B+,3.5,3
S30480b8f1b1953af,precalculus,C+,2.5,2
S3056de45de1751c9,calculus,A,4.0,3
S305d4012b7703131,precalculus,B,3.0,2
S305f30ea2e14c6bb,calculus,C,2.0,3
S306a48a62965d6e3,calculus,B+,3.5,3
S3075afd4e756c536,precalculus,C,2.0,2
S30946a93d346f2b4,calculus,B+,3.5,3
S3097aab0e877bc93,precalculus,C,2.0,2
S30bfaa7924b82a71,precalculus,C+,2.5,2
S30f18ed9b42559a4,calculus,C+,2.5,3
S31011ebd39bf210b,calculus,D+,1.5,3
S31240801342c372a,precalculus,E,0.0,2
S312aa98bb4b47ec5,calculus,A+,4.0,3
S3133975bcd9a5300,calculus,B+,3.5,3
S314a0d01d2ce49d3,calculus,C,2.0,3
S31541e167690fc65,precalculus,C,2.0,2
S3158ee2425df305d,calculus,B+,3.5,3
S317003079941b8cc,precalculus,C+,2.5,2
S3173b9e82f636668,calculus,A+,4.0,3
S31815c9bc86756ac,college_algebra,D,1.0,1
S319a702b582bc997,calculus,A,4.0,3
S31a7d183de318aa2,calculus,E,0.0,3
S31b043de1efc8d01,precalculus,C+,2.5,2
S31cdf466e9216faf,calculus,C+,2.5,3
S31da605917673992,precalculus,E,0.0,2
S31dc921fb03dce75,calculus,B+,3.5,3
S31e9db1b13c2b172,college_algebra,A,4.0,1
S31ee5ed73be89664,college_algebra,B,3.0,1
S31f6bf682a142525,calculus,E,0.0,3
S3211d7d216c43c00,calculus,C,2.0,3
S321e8e7127991e12,college_algebra,B+,3.5,1
S322b92bedc9684b0,calculus,B,3.0,3
S32495a3d2a99e5fe,calculus,C,2.0,3
S326c9cbff44c2416,precalculus,B+,3.5,2
S3274f003e2cea46d,precalculus,D+,1.5,2
S3299350eeb6b9dfe,calculus,B+,3.5,3
S32b2584834a72536,calculus,A,4.0,3
S32b67a3516eb5452,precalculus,A+,4.0,2
S32bb610a683edb78,precalculus,C,2.0,2
S32d2f2d382a7f820,calculus,E,0.0,3
S32d5e6cf435efb2a,calculus,D+,1.5,3
S32efd5ef28ca3ee4,precalculus,E,0.0,2
S32f69c23093408e9,calculus,C+,2.5,3
S3303d5299162e16a,college_algebra,C+,2.5,1
S3316dffddd126c3c,precalculus,B+,3.5,2
S3319297c0cf6d02c,calculus,B+,3.5,3
S3352f1ec210eb4ac,calculus,A,4.0,3
S3355a480e1ab5a9f,precalculus,A,4.0,2
S3360a713aa406b2c,calculus,C,2.0,3
S336c4423047447d2,precalculus,C,2.0,2
S3378d3d1951a5c71,precalculus,B+,3.5,2
S337c957612cc825c,calculus,C+,2.5,3
S33894112f2f13892,calculus,C+,2.5,3
S33a83e1cdf2fdf08,precalculus,B,3.0,2
S33bf49e1ec85ff2e,calculus,A,4.0,3
S33c006bfe18c5f98,calculus,C+,2.5,3
S33eeb0e143eadb16,calculus,C+,2.5,3
S33f9c9315c431e31,calculus,B,3.0,3
S33fa537b7ca92829,calculus,A,4.0,3
S340826914f99863e,precalculus,A,4.0,2
S3413b77236401e4a,college_algebra,B,3.0,1
S3413f3baca208e65,calculus,B,3.0,3
S348a0dd8a7dc4cfb,precalculus,C,2.0,2
S348e316747191d9c,precalculus,C+,2.5,2
S34ad811a0c53c88a,precalculus,B,3.0,2
S35054fe75c584f0a,calculus,C,2.0,3
S350ea722c41b8889,precalculus,D+,1.5,2
S353974d0ce443eaf,precalculus,B,3.0,2
S354f51b711d03515,calculus,D+,1.5,3
S356efedde6f32555,precalculus,B,3.0,2
S357e8b6ca5cfda2d,precalculus,B,3.0,2
S358d4d77b9c0fff3,precalculus,D+,1.5,2
S359668feb8380e43,precalculus,E,0.0,2
S35a398f686e0048d,college_algebra,B+,3.5,1
S35c123e6413d2108,college_algebra,A,4.0,1
S35d3785b3254e6cb,calculus,D+,1.5,3
S35df98b2d41415a3,calculus,B+,3.5,3
S35e43c4c401dad67,precalculus,A+,4.0,2
S35ec238671da0633,calculus,B+,3.5,3
S360e51eb7bb9e486,precalculus,B,3.0,2
S361aeaea24dbd773,precalculus,A,4.0,2
S3627d8c9101f5531,calculus,B+,3.5,3
S362d1aa39d2bf828,precalculus,A+,4.0,2
S362db7b41db25b0b,calculus,C+,2.5,3
S362ea28c4c59678f,college_algebra,B,3.0,1
S365fc96607b4b1a7,calculus,B+,3.5,3
S36680060610885ee,calculus,D+,1.5,3
S36730da8b5a58346,precalculus,C,2.0,2
S3684d4e90431c3a5,calculus,E,0.0,3
S36883ca8ecc2a5f2,precalculus,C+,2.5,2
S36a3c81c84f133a6,calculus,A,4.0,3
S36d22ffec933dfbe,precalculus,C,2.0,2
S36d614dc7d3df2d3,calculus,E,0.0,3
S36ed7f70dc6c58aa,calculus,B,3.0,3
S36ffc132c8e5a5b6,precalculus,D+,1.5,2
S372edab716ec6267,precalculus,A,4.0,2
S375c1677b8eb6bd0,calculus,A,4.0,3
S37960a124bbcc4b9,calculus,B+,3.5,3
S379798ebea5dc19e,calculus,B+,3.5,3
S37b89868a70661d9,calculus,C+,2.5,3
S37b990085e185f17,precalculus,E,0.0,2
S37d2f2529c888c3c,calculus,B,3.0,3
S37d974a51a0e108f,calculus,B+,3.5,3
S37dfbd3309c5dcdc,calculus,E,0.0,3
S37ee80e5aa165b51,calculus,A,4.0,3
S37eff9b1fcaf3da6,calculus,B,3.0,3
S3809656aad301075,calculus,B,3.0,3
S3816834f1d44a2cf,precalculus,B+,3.5,2
S3840d928ba309ffd,college_algebra,A,4.0,1
S387691a674466466,precalculus,A+,4.0,2
S3886f13c7deb7bcc,calculus,B,3.0,3
S389d53c5fe24824f,precalculus,A+,4.0,2
S38af10063e764cf2,calculus,A,4.0,3
S38c3ab8925daf0f1,precalculus,B+,3.5,2
S38c9a3b1b1ee0d61,calculus,E,0.0,3
S38ccd27155fff4de,calculus,A,4.0,3
S38d54331bbb15949,calculus,C,2.0,3
S38e002b10a4c14d3,calculus,C,2.0,3
S390747c35eb20978,calculus,C+,2.5,3
S39191d66cc37ead6,precalculus,A,4.0,2
S3946a73b3e1ee974,calculus,B+,3.5,3
S394b5831840008a6,college_algebra,B,3.0,1
S39592d323dbcf796,precalculus,B,3.0,2
S3959cfc003adf5de,precalculus,B,3.0,2
S395ff9f33271ce92,calculus,C,2.0,3
S396927c3fe60043e,calculus,A,4.0,3
S397ca417abef92c0,precalculus,B+,3.5,2
S39c25991487fddcf,calculus,C,2.0,3
S39c64272ba462cc0,precalculus,E,0.0,2
S39df5f7e5988b97b,college_algebra,D+,1.5,1
S39e5db5bc26c4457,calculus,C+,2.5,3
S39f08804cb381904,calculus,A+,4.0,3
S3a1248f57374bc9b,precalculus,A,4.0,2
S3a175b8f13174f20,precalculus,A,4.0,2
S3a25aeb86d3a2681,precalculus,A,4.0,2
S3a25c754d6c1ca8f,calculus,B+,3.5,3
S3a2a06ff836f5b5a,calculus,C+,2.5,3
S3a49619e28a9a159,calculus,B+,3.5,3
S3a69a456ef364a77,precalculus,C,2.0,2
S3a7b33d2e6e194e9,calculus,C+,2.5,3
S3a91e4542937845f,calculus,A,4.0,3
S3a9e49c11bf009ad,calculus,D+,1.5,3
S3aaea7a040634d59,calculus,E,0.0,3
S3ac615e867400ba3,calculus,D,1.0,3
S3af9ff9ea2598129,calculus,C,2.0,3
S3b011048d834fb7b,precalculus,B,3.0,2
S3b1b560b88ea3f25,college_algebra,D+,1.5,1
S3b1c8aa5c1d00705,calculus,B+,3.5,3
S3b2a74c3d01cb024,calculus,A,4.0,3
S3b30a7f01d6c74ae,calculus,B+,3.5,3
S3b3b173d8f6a2e0b,calculus,A+,4.0,3
S3b4f168094e6d1ad,calculus,A+,4.0,3
S3b61b341c0359204,precalculus,A+,4.0,2
S3b6803ec26462464,calculus,B+,3.5,3
S3b792d085103e376,calculus,A,4.0,3
S3b7d9b746c06aefb,precalculus,B,3.0,2
S3bacc5c3f1287f14,calculus,A,4.0,3
S3bacff7f13ee5ab4,calculus,B+,3.5,3
S3bbe13825691a0fd,calculus,B,3.0,3
S3bea64b419aa397a,calculus,B,3.0,3
S3bef08d8bcd73393,calculus,C,2.0,3
S3bfe89f2ecf86f0b,calculus,D,1.0,3
S3c04663f7318dc36,precalculus,C+,2.5,2
S3c19f15838ba4307,precalculus,C,2.0,2
S3c1cf6ea6ee28f6c,calculus,E,0.0,3
S3c2202bc120b1e18,precalculus,B,3.0,2
S3c3239c6df982769,precalculus,A,4.0,2
S3c3321c2ecedbd68,precalculus,D+,1.5,2
S3c3df5e2b3fd463d,calculus,D+,1.5,3
S3c40362f4c933daa,calculus,B,3.0,3
S3c481b486ff05fd0,calculus,C,2.0,3
S3c727c11dafaf66a,calculus,C,2.0,3
S3c74866c292d0315,precalculus,C,2.0,2
S3c767125abf4c326,calculus,A,4.0,3
S3c8941d064e4b515,college_algebra,B+,3.5,1
S3ca7a78fcad743a8,calculus,A,4.0,3
S3ca90d8b6dfc00f6,calculus,C+,2.5,3
S3caac6e3567d3928,calculus,A,4.0,3
S3cb5daedbaa3e48b,calculus,B+,3.5,3
S3ccdf001533f5ed0,precalculus,A,4.0,2
S3cec19667da5286b,precalculus,C+,2.5,2
S3cfe32c09d62979d,calculus,B+,3.5,3
S3d0f0b661c8aeca9,calculus,B,3.0,3
S3d28c74a7e9f208a,precalculus,E,0.0,2
S3d2add712997d285,precalculus,D+,1.5,2
S3d2d9dd68a00b144,precalculus,E,0.0,2
S3d401c5b1d7ed122,calculus,A,4.0,3
S3d559e8047ba21c8,precalculus,D+,1.5,2
S3d729fdc6feec984,precalculus,A+,4.0,2
S3d7302099d7a22cd,calculus,B,3.0,3
S3d7f1597794e3b0d,calculus,B+,3.5,3
S3da0004816ca6c07,college_algebra,B+,3.5,1
S3da0acf10c0be660,calculus,C+,2.5,3
S3db2757eba8e9262,calculus,B,3.0,3
S3dc23583b97db90f,calculus,C,2.0,3
S3dc5ba541ac1c0ee,precalculus,E,0.0,2
S3dd409783181fc22,precalculus,A,4.0,2
S3dd43195a3e68d5b,calculus,C+,2.5,3
S3ddbbae265ece721,calculus,C+,2.5,3
S3df9b019310e7042,calculus,C,2.0,3
S3e0e0a59e9d5f273,calculus,C+,2.5,3
S3e3c3f8ea5eed06b,college_algebra,B,3.0,1
S3e737678ad556398,calculus,C+,2.5,3
S3e890858b81a474c,calculus,C+,2.5,3
S3ea2944e38a0f88c,precalculus,D+,1.5,2
S3ee2bf8a1caf36ec,precalculus,D+,1.5,2
S3eeaad5c0d292bbf,calculus,B,3.0,3
S3eee7868fe3fc07c,calculus,D+,1.5,3
S3f001bb4e3016234,calculus,C+,2.5,3
S3f03f38d9739af2e,precalculus,C,2.0,2
S3f132b0006756032,calculus,B,3.0,3
S3f3411e40fd89985,precalculus,C+,2.5,2
S3f4881d433547a9c,calculus,B,3.0,3
S3f558bf7429eae10,precalculus,A,4.0,2
S3f574ae102f0c453,college_algebra,D+,1.5,1
S3f5ee2d8a1e72c48,calculus,A,4.0,3
S3f635ab2a6f9fa18,calculus,C,2.0,3
S3f6a87257c02d62c,calculus,B+,3.5,3
S3f70995c9e68464a,college_algebra,A+,4.0,1
S3f7ce39a315fd26a,calculus,B+,3.5,3
S3f8262d4ac5156d2,precalculus,A+,4.0,2
S3faa3e3ba0d91be5,calculus,B,3.0,3
S3fb08f22b0424ac6,calculus,B+,3.5,3
S3fb321d284390093,calculus,C,2.0,3
S3fe1397630904892,calculus,D+,1.5,3
S400733567cca5c53,precalculus,C,2.0,2
S4015b2523a527489,college_algebra,A+,4.0,1
S4046793f2e18f905,precalculus,B,3.0,2
S404a286fdbf52269,precalculus,D+,1.5,2
S40508648ceba30d6,calculus,A,4.0,3
S4073f27e3b1a1f31,calculus,C+,2.5,3
S407e2bb149b9165e,precalculus,B,3.0,2
S407f0ffdfdf2242e,calculus,D+,1.5,3
S4087d1ff0193ef32,calculus,D,1.0,3
S409445ca647f6584,precalculus,A+,4.0,2
S409617be6e2b375e,precalculus,C+,2.5,2
S409e3456c4948dce,precalculus,B+,3.5,2
S40c79aeabfe43017,calculus,B+,3.5,3
S40d8c301bde7cddf,precalculus,D+,1.5,2
S40d9770f5efabd83,calculus,C,2.0,3
S40e010b962e57faf,calculus,B,3.0,3
S40fe840519e21336,calculus,C+,2.5,3
S4104669ea81d58bc,calculus,A,4.0,3
S41104651436a849a,calculus,C,2.0,3
S4117a0bb448e3ad1,precalculus,B,3.0,2
S4118a68b97261366,calculus,A+,4.0,3
S4131a95df64313d9,calculus,B+,3.5,3
S4139fc22d76dd32c,precalculus,D,1.0,2
S413b772af4c2ba75,college_algebra,A,4.0,1
S41476f282f0e7619,precalculus,B,3.0,2
S414f2e91df97f565,calculus,B+,3.5,3
S41536d8d4cf05f44,precalculus,A+,4.0,2
S416f6e932083b40d,calculus,C,2.0,3
S4179a5d9391ef795,calculus,B,3.0,3
S418d4aa608b15cc2,precalculus,D+,1.5,2
S41a0b71bfc76ed7b,calculus,C+,2.5,3
S41bf87eec2ff05b7,precalculus,B+,3.5,2
S41ed3db17cfd0a9a,calculus,A+,4.0,3
S41f3e52cffb9c85d,calculus,D+,1.5,3
S4205c2c4431a084c,precalculus,C+,2.5,2
S420a6d61a26bcf1d,calculus,E,0.0,3
S42299d195851ca4e,calculus,B+,3.5,3
S42551d2755bb4899,precalculus,B,3.0,2
S427130d9d022c481,calculus,C+,2.5,3
S427137b93fc36f79,calculus,B,3.0,3
S4277b57e57c2bfbc,calculus,A+,4.0,3
S4289198f793802ea,calculus,D,1.0,3
S42b50916b47bde0f,calculus,B+,3.5,3
S42b57f534fbf98f0,calculus,C,2.0,3
S42dd29ede10de864,precalculus,D+,1.5,2
S42e55276d92004f0,calculus,B+,3.5,3
S430e89ff0f153cd4,precalculus,A+,4.0,2
S43241589a73fb809,calculus,B+,3.5,3
S434b6334857aaf68,calculus,C,2.0,3
S4355c5167b6907f2,college_algebra,B,3.0,1
S435a29945132e059,calculus,E,0.0,3
S4378e5588eb34a62,precalculus,C+,2.5,2
S43796aaf024601b8,calculus,A,4.0,3
S438412a9613f07ff,calculus,A,4.0,3
S438c51a48097b6e4,precalculus,A+,4.0,2
S4392eec6acd48569,calculus,D,1.0,3
S4397ddb1f07e7e71,precalculus,C,2.0,2
S43a11123b6b3baf4,precalculus,A,4.0,2
S43c37c7ed3009299,calculus,C,2.0,3
S43eb8b0bf4622180,precalculus,C+,2.5,2
S43f807f159e5a903,calculus,B,3.0,3
S43fb4b52d3e689d3,precalculus,C+,2.5,2
S4400735bc067e8e9,precalculus,C+,2.5,2
S44059f43f5541622,precalculus,C,2.0,2
S4429094832f7a8a1,precalculus,C+,2.5,2
S44342124fae48950,precalculus,D+,1.5,2
S445551cec726895a,precalculus,B,3.0,2
S44563ebbe0fbf155,calculus,C,2.0,3
S4466b58296f3fbf3,college_algebra,D,1.0,1
S4473e081141a8c08,calculus,B+,3.5,3
S44837dc614c9fc92,calculus,B+,3.5,3
S449194a5f3147f74,calculus,E,0.0,3
S44997287ed762868,calculus,E,0.0,3
S449a28dedff132e1,college_algebra,E,0.0,1
S44a452646ce2a07e,precalculus,B+,3.5,2
S44a739207f8cf3a7,college_algebra,B,3.0,1
S44ada397678a894c,calculus,B+,3.5,3
S44c80d388bebecbe,precalculus,C,2.0,2
S44d0831158eab371,calculus,C,2.0,3
S44d508f9063e1d05,college_algebra,D,1.0,1
S44de34263cd2a7c0,calculus,B,3.0,3
S4519a589160c663d,calculus,E,0.0,3
S451ecc16c377cd7c,precalculus,C,2.0,2
S451f732a48c45a6d,precalculus,C+,2.5,2
S452546dbed74a3d8,calculus,B,3.0,3
S452549a0312899e1,calculus,A,4.0,3
S4541b37234dc1faf,precalculus,C+,2.5,2
S454a82759d57eb52,precalculus,B,3.0,2
S455eb5cccca72128,calculus,C,2.0,3
S4560bdeb6c588aca,calculus,D+,1.5,3
S456e1afe446a5ef9,precalculus,E,0.0,2
S4575b62b8d8c23ed,calculus,A,4.0,3
S4575fc2b31072fdf,calculus,C,2.0,3
S459f27164760b016,precalculus,D+,1.5,2
S45a788dc63f7e3dc,calculus,A,4.0,3
S45adae753cc39cc3,college_algebra,C+,2.5,1
S45b3b9aa28f11e25,calculus,A,4.0,3
S45b491326c40b8af,calculus,B+,3.5,3
S45bcc65faf2568e7,precalculus,B,3.0,2
S45c4e88761f10bbc,calculus,B+,3.5,3
S45d190ddb787ed2b,precalculus,B,3.0,2
S46272c749e17b576,calculus,B+,3.5,3
S462e3fdc5248bbd5,calculus,A,4.0,3
S463880c591731acc,precalculus,D,1.0,2
S4645c0511a5bae61,college_algebra,B+,3.5,1
S469b8627df0c5131,calculus,D+,1.5,3
S46a344988a5eb6d5,precalculus,E,0.0,2
S46be60898c51e16b,calculus,A+,4.0,3
S46cd0c97aa361050,calculus,D+,1.5,3
S46d2daa71f177d38,calculus,B+,3.5,3
S46db54fd2f1564a9,calculus,C+,2.5,3
S46e0398a51e7ec3d,calculus,A+,4.0,3
S4710a5de117c307f,precalculus,C+,2.5,2
S471f544c2d7ebb1f,calculus,B+,3.5,3
S4744bd3479ab5e44,precalculus,E,0.0,2
S474c702676d07226,precalculus,A+,4.0,2
S476344ad0af16cae,precalculus,A,4.0,2
S4764480a1243968d,college_algebra,B,3.0,1
S477821174716b1e2,calculus,C,2.0,3
S479c122f66ac946e,calculus,A,4.0,3
S47b508ce6999eff4,calculus,B,3.0,3
S47bbb8461464955e,calculus,A+,4.0,3
S47cb9986f57d13c7,calculus,A+,4.0,3
S47d93df32ae20e23,calculus,D,1.0,3
S47eac7def0d8370d,precalculus,C,2.0,2
S47f029a81a3de1ff,calculus,E,0.0,3
S47f8c78b2f1de76d,calculus,E,0.0,3
S47fbd26280128507,calculus,D+,1.5,3
S48073ffcf69b3106,precalculus,B+,3.5,2
S480c8b3bd696dace,calculus,E,0.0,3
S483558da219af6b6,calculus,B+,3.5,3
S4861d5ce2f1c8b31,calculus,C+,2.5,3
S4891bfc202b00679,calculus,C,2.0,3
S489f9e05005268b6,calculus,B+,3.5,3
S48a615a30b7f5827,calculus,B,3.0,3
S48a69174eb3b43d2,calculus,C,2.0,3
S48a80e711ae3d451,calculus,C,2.0,3
S48ac3b272d19ab9d,precalculus,B,3.0,2
S48d4f3fd0c97f9eb,calculus,B+,3.5,3
S48e2b715901b0160,calculus,B+,3.5,3
S4900bb2ad4c106cb,calculus,C,2.0,3
S4901555b022f32dd,calculus,A+,4.0,3
S49075cb1c02b8a57,calculus,A,4.0,3
S490973776ea6fb55,calculus,A,4.0,3
S491208c8a0434aa4,college_algebra,A,4.0,1
S4912b7075b176b4c,precalculus,B+,3.5,2
S4919b61e5f800e53,calculus,A,4.0,3
S492cb4a5bbf952a0,calculus,B,3.0,3
S4930a0dec2228870,precalculus,A,4.0,2
S4940d1100c673b89,calculus,C+,2.5,3
S495e3feedc0ac586,calculus,A,4.0,3
S499c1d5221a7ef16,calculus,C+,2.5,3
S49afe5d69eb4fe7d,calculus,B,3.0,3
S49d417f255f0f275,calculus,D+,1.5,3
S49f632730d703493,precalculus,E,0.0,2
S49f771bf08b3c149,precalculus,C,2.0,2
S4a05da8d8127ccd8,calculus,A,4.0,3
S4a0e87fbedb04f59,calculus,B+,3.5,3
S4a23a9684f53975d,precalculus,B,3.0,2
S4a386a5f4311411e,calculus,C,2.0,3
S4a3b797dc39b8248,precalculus,B+,3.5,2
S4a57ac51f2216ed1,precalculus,C,2.0,2
S4a6475ced1336f69,college_algebra,A+,4.0,1
S4a693eb30b3ac946,precalculus,B,3.0,2
S4a6d5f3f93a0d9a6,precalculus,C,2.0,2
S4a707a84b51547dd,calculus,D+,1.5,3
S4a824b3561499c2c,precalculus,C,2.0,2
S4a8e7a78dd3c679f,college_algebra,A+,4.0,1
S4a946a6d5f58ee88,precalculus,D+,1.5,2
S4a96f099419e9d78,precalculus,D,1.0,2
S4abfc7cae59c1699,precalculus,C,2.0,2
S4ad1004c4e9f9499,precalculus,B+,3.5,2
S4ad29f20ba1d8fef,calculus,A,4.0,3
S4ae72b9a6598f388,precalculus,C+,2.5,2
S4b06a9c590a016d9,precalculus,B+,3.5,2
S4b15bd2ec4cca9f2,calculus,C+,2.5,3
S4b2567b5930805b9,calculus,C,2.0,3
S4b3e6538f73fec66,calculus,B,3.0,3
S4b5a4d199288b5bd,precalculus,B,3.0,2
S4b66fbfa9317b16c,calculus,A,4.0,3
S4b6cbb621b7fc5b7,college_algebra,B,3.0,1
S4b7de3c91161db7d,calculus,B,3.0,3
